id,matched,rmsd
JVASP-14504,1,4.526630966484669e-16
JVASP-118334,0,
JVASP-67853,0,
JVASP-37103,0,
JVASP-14713,1,9.748901854249258e-17
JVASP-91708,0,
JVASP-11987,1,0.0
JVASP-116346,1,0.004195954539460853
JVASP-40500,1,1.8898815746937483e-06
JVASP-85032,0,
JVASP-41894,1,1.8898815747960517e-06
JVASP-19783,1,0.3332769699349827
JVASP-67604,0,
JVASP-134931,0,
JVASP-36173,1,0.0
JVASP-38887,0,
JVASP-15727,0,
JVASP-18765,1,1.9621996318540204e-16
JVASP-93220,1,0.0
JVASP-17902,0,
JVASP-18219,1,2.1909084399329155e-16
JVASP-40030,0,
JVASP-138738,1,0.17255225514549655
JVASP-67811,0,
JVASP-117964,0,
JVASP-19755,0,
JVASP-74557,1,4.19590708530464e-05
JVASP-14508,1,2.9278826595038273e-16
JVASP-19769,0,
JVASP-120303,0,
JVASP-62158,0,
JVASP-39222,1,0.0
JVASP-7935,1,1.1473603541589547e-16
JVASP-35775,1,0.0
JVASP-17455,0,
JVASP-39845,1,2.1822472720441452e-06
JVASP-39772,1,2.182247147015877e-06
JVASP-120108,0,
JVASP-134667,0,
JVASP-37753,1,3.0908741961466353e-06
JVASP-20517,1,3.2570312154945084e-16
JVASP-115500,0,
JVASP-20590,1,0.0
JVASP-961,0,
JVASP-16583,1,2.309701742697459e-16
JVASP-56205,1,0.39593871465019514
JVASP-39836,1,1.8898815747789626e-06
JVASP-17912,1,0.0005397201799705988
JVASP-134821,1,0.3703302159540856
JVASP-137891,0,
JVASP-36265,1,5.095334602097676e-16
JVASP-14960,0,
JVASP-14903,0,
JVASP-139627,0,
JVASP-113989,0,
JVASP-19736,0,
JVASP-15912,1,4.01729586702171e-16
JVASP-40492,1,2.182247272124902e-06
JVASP-37092,0,
JVASP-116053,0,
JVASP-105726,0,
JVASP-41603,0,
JVASP-113491,1,0.40799736825672056
JVASP-39970,1,1.8898815748232825e-06
JVASP-15729,1,0.0
JVASP-19914,1,0.0029958247907552866
JVASP-114341,0,
JVASP-67265,0,
JVASP-118592,1,0.01941509932532481
JVASP-41865,1,1.889881574866174e-06
JVASP-100039,0,
JVASP-136919,0,
JVASP-121083,0,
JVASP-36745,1,0.4450046617229219
JVASP-90839,0,
JVASP-99747,0,
JVASP-102805,1,0.4041288341028794
JVASP-14646,1,0.0
JVASP-70115,0,
JVASP-14933,1,0.013436176458174286
JVASP-134385,0,
JVASP-20620,1,0.0037602596144837067
JVASP-65132,0,
JVASP-106126,0,
JVASP-56726,0,
JVASP-94831,1,0.0020207223709168666
JVASP-129329,0,
JVASP-11984,1,0.0044391746194802194
JVASP-40613,1,2.182247272062359e-06
JVASP-17669,0,
JVASP-16463,0,
JVASP-100385,0,
JVASP-106847,0,
JVASP-69967,0,
JVASP-16550,1,0.012601731229254622
JVASP-17540,1,3.187900361236104e-16
JVASP-68524,0,
JVASP-20098,1,0.0
JVASP-40540,1,1.8898815748199368e-06
JVASP-111325,1,1.3048072801130645e-16
JVASP-74781,0,
JVASP-910,0,
JVASP-71553,1,0.009980003930431235
