JobID|JobName|State|ExitCode|Partition|NodeList|ReqTRES|AllocTRES|Submit|Start|End|Planned|Elapsed|ElapsedRaw|TotalCPU|CPUTimeRAW|MaxRSS|MaxVMSize|AveCPU|MaxDiskRead|MaxDiskWrite|ConsumedEnergy
140185_14|csp-angle-ablation|COMPLETED|0:0|gpu_7day|dscog004|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T15:17:40|2026-08-30T16:04:07|00:00:00|00:46:27|2787|02:14:12|22296||||||
140185_14.batch|batch|COMPLETED|0:0||dscog004||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T15:17:40|2026-08-30T15:17:40|2026-08-30T16:04:07||00:46:27|2787|02:14:12|22296|5077.08M|0|02:14:12|1608.57M|7888.35M|0
140185_15|csp-angle-ablation|COMPLETED|0:0|gpu_7day|dscog003|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T15:18:47|2026-08-30T16:06:29|00:00:00|00:47:42|2862|02:29:40|22896||||||
140185_15.batch|batch|COMPLETED|0:0||dscog003||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T15:18:47|2026-08-30T15:18:47|2026-08-30T16:06:29||00:47:42|2862|02:29:40|22896|4892.91M|0|02:29:40|1700.15M|9099.91M|0
140185_16|csp-angle-ablation|COMPLETED|0:0|gpu_7day|dscog006|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T15:56:39|2026-08-30T16:41:38|00:00:00|00:44:59|2699|02:13:17|21592||||||
140185_16.batch|batch|COMPLETED|0:0||dscog006||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T15:56:39|2026-08-30T15:56:39|2026-08-30T16:41:38||00:44:59|2699|02:13:17|21592|5080.45M|0|02:13:17|1608.37M|9011.05M|0
140185_17|csp-angle-ablation|COMPLETED|0:0|gpu_7day|dscog006|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T16:01:18|2026-08-30T16:47:14|00:00:00|00:45:56|2756|02:17:05|22048||||||
140185_17.batch|batch|COMPLETED|0:0||dscog006||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T16:01:18|2026-08-30T16:01:18|2026-08-30T16:47:14||00:45:56|2756|02:17:05|22048|4993.95M|0|02:17:05|1608.59M|9217.93M|0
140187_0|csp-ablation-linegraph|COMPLETED|0:0|gpu_7day|dscog007|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T14:31:34|2026-08-30T15:13:20|00:00:01|00:41:46|2506|02:14:42|20048||||||
140187_0.batch|batch|COMPLETED|0:0||dscog007||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:34|2026-08-30T14:31:34|2026-08-30T15:13:20||00:41:46|2506|02:14:42|20048|5568.75M|0|02:14:42|1656.34M|9201.19M|0
140187_1|csp-ablation-linegraph|COMPLETED|0:0|gpu_7day|dscog007|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T14:31:34|2026-08-30T15:13:20|00:00:01|00:41:46|2506|02:09:36|20048||||||
140187_1.batch|batch|COMPLETED|0:0||dscog007||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:34|2026-08-30T14:31:34|2026-08-30T15:13:20||00:41:46|2506|02:09:36|20048|5178.12M|0|02:09:36|1632.17M|8678.25M|0
140187_2|csp-ablation-linegraph|COMPLETED|0:0|gpu_7day|dscog010|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T14:31:34|2026-08-30T15:12:34|00:00:01|00:41:00|2460|01:58:13|19680||||||
140187_2.batch|batch|COMPLETED|0:0||dscog010||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:34|2026-08-30T14:31:34|2026-08-30T15:12:34||00:41:00|2460|01:58:13|19680|5282.27M|0|01:58:13|1608.37M|10246.58M|0
140187_3|csp-ablation-linegraph|COMPLETED|0:0|gpu_7day|dscog010|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T14:31:34|2026-08-30T15:04:40|00:00:01|00:33:06|1986|01:54:41|15888||||||
140187_3.batch|batch|COMPLETED|0:0||dscog010||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:34|2026-08-30T14:31:34|2026-08-30T15:04:40||00:33:06|1986|01:54:41|15888|5429.62M|0|01:54:41|1731.36M|9017.61M|0
140187_4|csp-ablation-linegraph|COMPLETED|0:0|gpu_7day|dscog011|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T14:31:34|2026-08-30T15:06:06|00:00:01|00:34:32|2072|02:05:46|16576||||||
140187_4.batch|batch|COMPLETED|0:0||dscog011||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:34|2026-08-30T14:31:34|2026-08-30T15:06:06||00:34:32|2072|02:05:46|16576|4926.15M|0|02:05:46|1775.71M|8701.40M|0
140187_5|csp-ablation-linegraph|COMPLETED|0:0|gpu_7day|dscog011|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T14:31:34|2026-08-30T15:05:21|00:00:01|00:33:47|2027|02:04:17|16216||||||
140187_5.batch|batch|COMPLETED|0:0||dscog011||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:34|2026-08-30T14:31:34|2026-08-30T15:05:21||00:33:47|2027|02:04:17|16216|5256.65M|0|02:04:17|1637.40M|9362.34M|0
140189_0|csp-confound|COMPLETED|0:0|gpu_7day|dscog011|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T14:31:34|2026-08-30T15:16:58|00:00:01|00:45:24|2724|02:14:03|21792||||||
140189_0.batch|batch|COMPLETED|0:0||dscog011||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:34|2026-08-30T14:31:34|2026-08-30T15:16:58||00:45:24|2724|02:14:03|21792|5098.31M|0|02:14:02|1606.58M|10163.89M|0
140189_1|csp-confound|COMPLETED|0:0|gpu_7day|dscog012|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T14:31:34|2026-08-30T15:17:18|00:00:01|00:45:44|2744|02:16:45|21952||||||
140189_1.batch|batch|COMPLETED|0:0||dscog012||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:34|2026-08-30T14:31:34|2026-08-30T15:17:18||00:45:44|2744|02:16:45|21952|5496.68M|0|02:16:45|1669.58M|9218.45M|0
140189_2|csp-confound|COMPLETED|0:0|gpu_7day|dscog012|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:33|2026-08-30T14:31:34|2026-08-30T15:17:06|00:00:01|00:45:32|2732|02:14:25|21856||||||
140189_2.batch|batch|COMPLETED|0:0||dscog012||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-30T14:31:34|2026-08-30T14:31:34|2026-08-30T15:17:06||00:45:32|2732|02:14:25|21856|5307.54M|0|02:14:25|1776.10M|9277.54M|0
140257_0|csp-mechanism|FAILED|1:0|gpu_7day|dscog006|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:41|2026-08-31T07:50:55|00:00:00|00:00:14|14|00:05.289|112||||||
140257_0.batch|batch|FAILED|1:0||dscog006||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:41|2026-08-31T07:50:55||00:00:14|14|00:05.289|112|83.02M|0|00:00:05|0|0.00M|0
140257_1|csp-mechanism|FAILED|1:0|gpu_7day|dscog006|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:42|2026-08-31T07:50:55|00:00:01|00:00:13|13|00:05.380|104||||||
140257_1.batch|batch|FAILED|1:0||dscog006||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:42|2026-08-31T07:50:42|2026-08-31T07:50:55||00:00:13|13|00:05.380|104|198.91M|0|00:00:05|0|0.00M|0
140257_2|csp-mechanism|FAILED|1:0|gpu_7day|dscog006|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:42|2026-08-31T07:50:55|00:00:01|00:00:13|13|00:05.380|104||||||
140257_2.batch|batch|FAILED|1:0||dscog006||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:42|2026-08-31T07:50:42|2026-08-31T07:50:55||00:00:13|13|00:05.380|104|158.18M|0|00:00:05|0|0.00M|0
140257_3|csp-mechanism|FAILED|1:0|gpu_7day|dscog007|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:42|2026-08-31T07:50:55|00:00:01|00:00:13|13|00:05.218|104||||||
140257_3.batch|batch|FAILED|1:0||dscog007||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:42|2026-08-31T07:50:42|2026-08-31T07:50:55||00:00:13|13|00:05.218|104|243.55M|0|00:00:05|0|0.00M|0
140257_4|csp-mechanism|FAILED|1:0|gpu_7day|dscog007|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:42|2026-08-31T07:50:55|00:00:01|00:00:13|13|00:05.245|104||||||
140257_4.batch|batch|FAILED|1:0||dscog007||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:42|2026-08-31T07:50:42|2026-08-31T07:50:55||00:00:13|13|00:05.245|104|171.72M|0|00:00:05|0|0.00M|0
140257_5|csp-mechanism|FAILED|1:0|gpu_7day|dscog010|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:42|2026-08-31T07:50:55|00:00:01|00:00:13|13|00:05.183|104||||||
140257_5.batch|batch|FAILED|1:0||dscog010||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:42|2026-08-31T07:50:42|2026-08-31T07:50:55||00:00:13|13|00:05.183|104|171.36M|0|00:00:05|0|0.00M|0
140257_6|csp-mechanism|FAILED|1:0|gpu_7day|dscog010|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:42|2026-08-31T07:50:55|00:00:01|00:00:13|13|00:05.265|104||||||
140257_6.batch|batch|FAILED|1:0||dscog010||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:42|2026-08-31T07:50:42|2026-08-31T07:50:55||00:00:13|13|00:05.265|104|256.84M|0|00:00:05|0|0.00M|0
140257_7|csp-mechanism|FAILED|1:0|gpu_7day|dscog011|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:42|2026-08-31T07:50:55|00:00:01|00:00:13|13|00:05.211|104||||||
140257_7.batch|batch|FAILED|1:0||dscog011||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:42|2026-08-31T07:50:42|2026-08-31T07:50:55||00:00:13|13|00:05.211|104|413.72M|0|00:00:05|0|0.00M|0
140257_8|csp-mechanism|FAILED|1:0|gpu_7day|dscog006|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:55|2026-08-31T07:51:03|00:00:00|00:00:08|8|00:04.683|64||||||
140257_8.batch|batch|FAILED|1:0||dscog006||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:55|2026-08-31T07:50:55|2026-08-31T07:51:03||00:00:08|8|00:04.683|64|17.50M|0|00:00:04|0|0.00M|0
140257_9|csp-mechanism|FAILED|1:0|gpu_7day|dscog006|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:55|2026-08-31T07:51:03|00:00:00|00:00:08|8|00:04.682|64||||||
140257_9.batch|batch|FAILED|1:0||dscog006||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:55|2026-08-31T07:50:55|2026-08-31T07:51:03||00:00:08|8|00:04.682|64|17.11M|0|00:00:04|0|0.00M|0
140257_10|csp-mechanism|FAILED|1:0|gpu_7day|dscog006|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:56|2026-08-31T07:51:03|00:00:01|00:00:07|7|00:04.573|56||||||
140257_10.batch|batch|FAILED|1:0||dscog006||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:56|2026-08-31T07:50:56|2026-08-31T07:51:03||00:00:07|7|00:04.573|56|17.18M|0|00:00:04|0|0.00M|0
140257_11|csp-mechanism|FAILED|1:0|gpu_7day|dscog007|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:56|2026-08-31T07:51:02|00:00:01|00:00:06|6|00:04.467|48||||||
140257_11.batch|batch|FAILED|1:0||dscog007||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:56|2026-08-31T07:50:56|2026-08-31T07:51:02||00:00:06|6|00:04.467|48|17.61M|0|00:00:04|0|0.00M|0
140257_12|csp-mechanism|FAILED|1:0|gpu_7day|dscog007|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:56|2026-08-31T07:51:02|00:00:01|00:00:06|6|00:04.505|48||||||
140257_12.batch|batch|FAILED|1:0||dscog007||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:56|2026-08-31T07:50:56|2026-08-31T07:51:02||00:00:06|6|00:04.505|48|17.29M|0|00:00:04|0|0.00M|0
140257_13|csp-mechanism|FAILED|1:0|gpu_7day|dscog010|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:56|2026-08-31T07:51:02|00:00:01|00:00:06|6|00:04.467|48||||||
140257_13.batch|batch|FAILED|1:0||dscog010||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:56|2026-08-31T07:50:56|2026-08-31T07:51:02||00:00:06|6|00:04.467|48|17.46M|0|00:00:04|0|0.00M|0
140257_14|csp-mechanism|FAILED|1:0|gpu_7day|dscog010|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|billing=8,cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:41|2026-08-31T07:50:56|2026-08-31T07:51:02|00:00:01|00:00:06|6|00:04.453|48||||||
140257_14.batch|batch|FAILED|1:0||dscog010||cpu=8,gres/gpu:nvidia_a30=1,gres/gpu=1,mem=57344M,node=1|2026-08-31T07:50:56|2026-08-31T07:50:56|2026-08-31T07:51:02||00:00:06|6|00:04.453|48|17.06M|0|00:00:04|0|0.00M|0
